site_no,Visummer,VI winter,Vispring,VI fall,StreamOrde,DrainageArea,D50_mm,AI,Ludev,Luforest,Luagri,Mean Elev,Slope,Mean discharge,CAT_SILTAVE,CAT_CLAYAVE,CAT_SANDAVE,Pred Wbank,Pred D bank,Pred W mean,Pred D mean,Soil erodib factor,Rainfall,HydraulicCOnductivity,Permeability,Rating Curve Coeff,RatingCurve Exponent
2201230,0.27,0.43,0.48,0.23,6,3472.9227,0.29922593,0.734166667,26.87,12.18,14.27,5143,0.00112219,32.1536709,23.88,35.03,41.1,51.656242,2.805635,47.071724,3.4114864,0.1707,1157.279013,0.0089,3.846310861,0.556086278,0.202908561
5484000,0.18,0.33,0.37,0.14,6,2556.774,0.21936752,0.69275,5.83,9.98,69.28,27430,1.00E-05,17.02635442,39.97,23.66,36.37,57.508793,2.6236587,42.420773,0.8083511,0.2718,892.4532832,0.0466,4.811165919,0.285124033,0.566658027
3455000,0.28,0.5,0.44,0.25,6,4799.232,1.3804145,0.872666667,31.12,47.62,12.08,31003,1.00E-05,89.01049424,42.16,34.44,23.4,79.279396,2.4484315,94.20721,1.54178,0.2759,1111.92582,0.0557,3.48,0.120189843,0.654422485
2210500,0.27,0.47,0.43,0.2,6,3711.1329,0.35544497,0.8075,13.1,71.23,0.61,12254,0.00100934,54.60062559,29.84,32.87,37.29,73.23318,2.1994894,79.06081,2.266858,0.25,1193.88687,0.0919,5.08,0.108763641,0.749890144
5212700,0.22,0.3,0.46,0.2,4,947.9493,1.1394329,0.759725,1.32,24.79,5.45,39651,1.00E-05,6.478714168,26,12.97,61.03,28.717846,1.7522672,25.243011,1.2031825,0.1599,714.5385792,199.5686,16.34103353,0.656896063,0.390513118
3187500,0.2,0.5,0.56,0.15,3,208.1925,5.361781,1.1608,6.19,93.56,0,65611,0.01213502,6.761627327,56.7,20.06,23.24,30.614725,1.0863371,36.766243,0.7946167,0.3,1254.319644,0.2475,14.03,0.334943832,0.489785363
4136500,0.21,0.29,0.4,0.21,5,3338.177,0.502201,0.6969,62.62,28.52,0,28557,0.00220338,29.04921506,5.15,4.51,90.33,65.9966,2.211523,57.550995,1.1973152,0.15,702.2544989,157.1095,33.02,0.345918953,0.434643741
6041000,0.27,0.25,0.23,0.22,6,5545.9854,1.8529404,0.310657143,0,76.43,0,143153,0.00858869,53.50289648,41.91,16.13,41.96,67.256805,1.2966808,53.388603,1.1504194,0.3056,555.6605198,1.9522,5.05,0.270985473,0.69425038
4212100,0.28,0.42,0.46,0.21,5,1783.277,4.879404,0.869418182,61.2,15.73,13.93,17784,0.00088235,28.68004892,44.8,13.62,41.57,53.02311,1.7674742,43.386005,0.5399128,0.3402,1051.770255,0.0001,22.60894839,0.289132711,0.487145033
8073700,0.28,0.34,0.32,0.23,3,771.8472,1.0528162,0.702425,92.03,4.48,0.19,927,0.00089393,10.8028879,43.06,33.65,23.29,32.714592,1.960922,24.207201,1.1234012,0.3347,1290.049266,0.0009,2.19060676,0.987282938,0.451995559
2029000,0.26,0.44,0.48,0.2,6,11863.5003,2.931335,0.85435,37.92,18.82,15.45,7821,1.00E-05,162.6963039,45.17,26.41,28.42,140.51775,3.246328,146.12398,1.9333493,0.3,1103.085163,0.1313,3.43,0.318759483,0.417793031
1402000,0.3,0.46,0.48,0.22,5,664.2432,0.32610875,0.998166667,33.67,1.02,47.87,1159,1.00E-05,12.05038457,49.73,17.71,32.56,34.33457,2.324114,34.419804,1.2662982,0.3318,1205.414558,0.0791,8.171561866,0.419661738,0.532350904
1609000,0.23,0.52,0.5,0.19,4,386.6094,7.8954506,0.749733333,5.01,81.79,9.33,16647,0.00188509,5.421223235,49.27,18.27,32.46,28.383524,1.2815559,29.869787,0.62027496,0.2847,963.9152864,0.0656,9.74,0.490546158,0.422471283
2384500,0.29,0.49,0.45,0.24,5,657.7533,1.2753252,1.04742,3.35,55.92,30.8,20410,0.00069941,13.98306287,44.32,37.15,18.53,38.665245,1.8373077,35.09935,1.0175614,0.3355,1368.35444,0.1105,2.914441261,0.594525365,0.397926717
3524000,0.22,0.55,0.48,0.19,5,1355.8653,0.46425018,0.92085,21.4,73.14,1.97,46023,0.00021739,20.71575042,41.13,34.35,24.52,45.63766,1.6512821,40.0004,1.2018805,0.4,1129.700454,0.0861,2.48,0.316706657,0.599433058
3329700,0.2,0.35,0.45,0.18,4,712.8036,0.95776683,0.83962,6.72,31.37,57.25,17020,0.00111496,7.31244574,46.46,20.1,33.44,32.849525,1.7716148,26.631767,0.7998093,0.3364,1000.727726,0.0378,9.348467365,0.324231102,0.588040952
2467000,0.22,0.5,0.45,0.13,7,39855.5325,0.19770026,0.92405,0.15,1.3,0.43,1484,0.00836666,751.9894058,35.31,29.71,34.97,217.55733,6.713764,197.41254,4.988075,0.282,1377.690741,123.2722,5.680168269,0.093886403,0.444184927
8167800,0.24,0.35,0.32,0.24,4,3720.9519,0.42158657,0.47265,32.91,38.21,0,23140,5.99E-05,14.56987194,46.82,35.92,17.26,49.267914,3.059865,34.39532,1.315329,0.3002,907.0490148,3.2136,4.743436499,0.414925663,0.27657069
7250085,0.26,0.42,0.37,0.2,5,1163.0709,0.22827055,0.78218,10.15,41.25,35.98,12069,1.00E-05,17.05447301,38.01,29.32,32.67,48.885563,2.1408257,37.730453,1.1184274,0.291,1210.323792,0.2201,4.801368653,0.053000239,0.614810661
1186500,0.29,0.45,0.52,0.27,4,222.6708,1.2790594,1.1307,6.67,85.33,3.62,15078,0.00571428,5.215671576,34.16,3.78,62.06,24.75902,1.3400772,21.435291,0.9829822,0.2236,1278.924317,0.058,27.90321898,0.412595944,0.350997399
2053200,0.3,0.43,0.5,0.25,4,585.8262,0.07237216,0.882566667,6.5,38.86,21.54,356,3.61E-05,6.550582209,29.78,25.17,45.05,33.05029,1.9102525,22.939817,1.5747327,0.2386,1208.069618,3.9298,17.57222935,1.016860308,0.352693993
1554000,0.07,0.14,0.15,0.06,7,47372.1786,0.07293828,0.8977,25.84,0.63,0.51,12718,0.00047297,808.3676185,50.66,17.14,32.05,577.3429,3.2956438,610.6491,2.8769188,0.2915,1067.914046,0.0691,9.630974889,0.083281523,0.576061095
1663500,0.32,0.49,0.52,0.25,4,738.8046,2.0526166,0.825725,2.67,26.59,65.83,9055,0.00019973,10.5608642,41.95,22.9,35.07,31.746136,2.3981724,23.042387,0.8090136,0.35,1073.141607,0.0192,6.828571429,0.672457499,0.353665433
3527000,0.21,0.61,0.51,0.19,5,2852.3745,0.45413446,0.9151,8.7,75.63,6.87,36616,0.00194879,45.35199026,41.13,34.35,24.52,65.31602,2.075537,68.944954,1.3065345,0.3975,1190.895592,0.0919,2.48,0.38548514,0.505313362
2333500,0.27,0.56,0.47,0.23,4,391.005,0.7365983,1.10285,6.89,81.06,7.44,34721,6.62E-05,10.60314118,42.19,19.84,37.97,42.01841,1.8460217,30.673693,0.90423924,0.25,1531.628343,0.1137,4.150640496,0.386443948,0.619695065
7072500,0.17,0.39,0.43,0.15,7,19025.2494,0.34018114,0.809966667,10,24.59,39.79,7267,1.00E-05,260.0145511,34.33,28.33,37.34,163.89499,5.1876035,151.3649,2.7665176,0.29,1265.021932,64.792,5,1.106047525,0.200157816
1125500,0.26,0.4,0.51,0.2,5,842.1723,0.1620143,1.1165,42.38,47.54,0.86,7209,1.00E-05,17.60970884,37.72,4.46,57.83,41.196484,2.0176625,32.894268,0.8195174,0.2314,1255.525087,0.1247,22.84115933,0.316609731,0.562234321
3328500,0.21,0.36,0.46,0.18,4,2047.5414,1.4551306,0.834842857,16.65,30.17,44.41,18673,0.00131159,23.40893305,43.32,18.84,37.84,56.25874,1.9107584,52.86946,0.8479972,0.33,1007.139621,0.0557,11.6450297,0.2354865,0.531728547
7338500,0.3,0.5,0.4,0.25,5,3185.9199,0.9464904,0.816328571,3.31,14.52,31.33,9609,0.00011816,53.8481066,48.18,30.82,21,53.50058,3.2325854,45.165497,2.8416433,0.3734,1307.4532,0.3379,2.255105514,1.34028416,0.192017496
7176500,0.24,0.48,0.29,0.2,4,958.0905,4.888337,0.596871429,17.14,37.25,30.3,19397,0.00126862,9.397978133,54.36,34.52,11.13,35.902996,2.2406416,31.261337,0.96559215,0.3409,1045.441301,0.0955,2.713417023,0.11994219,0.959275899
2224500,0.28,0.46,0.45,0.19,7,13214.8548,0.7308521,0.68745,2.62,0.87,23.07,3411,0.00072072,138.2371857,43.17,24.91,31.92,95.49235,2.4231648,99.60609,2.1772416,0.2109,1133.266594,0.0713,5.22,0.526674791,0.358861298
7376000,0.34,0.48,0.45,0.28,4,650.5389,0.4657818,1.091833333,8.63,7.71,13.01,687,0.00079754,12.04412655,47.37,20.97,31.65,32.268917,2.0723488,28.110361,1.5085179,0.363,1622.625811,89.4692,3.494674721,1.114945702,0.20741612
8055000,0.22,0.29,0.24,0.19,5,1829.2437,0.55821157,0.49146,75.59,7.61,2.41,13701,0.00021061,6.21279109,34.39,55.43,10.18,29.634472,1.6506561,17.070858,0.49994752,0.3276,964.1327972,16.5192,1.520437474,0.746137417,0.559430931
6227600,0.12,0.14,0.15,0.1,6,5754.5271,1.7850751,0.141705263,1.61,0.01,8.25,158979,0.0030902,34.18421207,34.57,19.5,45.95,75.38172,1.5046359,62.178936,0.86767304,0.3074,219.5754495,101.1816,7.491552467,0.266891067,0.366004179
2398000,0.3,0.5,0.46,0.23,5,495.5751,0.6528447,1.0234875,28.61,49.18,13.81,18695,0.00040018,10.56321449,42.88,40.41,16.71,31.019335,1.8657504,30.37502,1.2500551,0.3869,1391.690837,0.0122,3.616182945,0.71669657,0.3210019
3010500,0.23,0.43,0.54,0.17,5,1422.1044,0.24680257,1.0585,13.15,64.66,0,43555,1.00E-05,27.70685711,53.56,23.26,23.19,60.910347,1.833155,49.428745,1.1328694,0.3548,1052.021411,0.0845,5.905726027,0.752560176,0.316396539
4024430,0.2,0.31,0.45,0.16,5,1099.805,1.0796727,0.826718182,9.74,30.45,6.59,18401,0.00045411,11.34770315,23.76,60.37,15.87,41.562176,2.325275,29.999228,1.7080379,0.36,776.2427662,0.0469,1.9,0.910581538,0.320170767
2395980,0.28,0.51,0.45,0.22,6,4665.3057,0.791987,1.0022,9.4,65.93,13.33,18061,1.00E-05,86.2641893,44.22,36.19,19.59,72.57823,2.439331,64.454445,1.792068,0.3411,1333.597453,0.0716,4.535219373,0.182039283,0.813480521
1619500,0.35,0.46,0.5,0.26,4,16123.5099,0.651176,0.781966667,21.43,14.15,63.62,9565,0.00210597,9.566293199,54.57,35.84,9.59,50.26204,2.8586001,39.866405,1.4890037,0.34,1006.715724,0.0696,3.498340136,0.276901708,0.699286514
2317620,0.34,0.46,0.48,0.3,6,4328.973,0.16240355,0.82314,7.4,15.39,33.28,2402,1.00E-05,40.89557707,6.88,10.95,82.17,47.816216,3.4811015,43.845264,2.149861,0.1048,1294.941152,0.2575,24.59000888,0.894806042,0.423441532
5554500,0.16,0.25,0.4,0.13,5,1501.6968,1.2115743,0.75798,30.57,2.59,65.23,19175,0.00026869,13.43442485,42.32,16.09,41.59,46.244755,2.0476246,45.905945,1.0300628,0.2804,921.7342715,0.0941,19.17390254,0.305921312,0.696491712
2382200,0.26,0.52,0.49,0.21,4,310.5261,0.46154484,1.08365,5.38,84.03,0,28141,1.00E-05,5.400240485,31.84,19.6,48.57,41.146343,1.8733062,21.949636,0.7234564,0.25,1379.961332,0.0746,6.62,0.363642521,0.504175262
2376033,0.35,0.47,0.43,0.3,6,10753.8939,1.3529428,1.0333,2.3,13.59,1.23,63,1.00E-05,197.1229078,28,17.01,54.99,90.216415,4.0008426,98.24165,3.735154,0.1876,1698.971622,32.6276,12.16096368,0.200101332,0.400093644
7301110,0.19,0.18,0.16,0.33,5,5147.9694,0.39246324,0.33064,2.7,1.89,72.19,38014,0.00102941,7.608327993,35.37,16.61,48.02,32.818913,1.530407,28.094948,1.0546354,0.2486,712.0095471,30.4613,14.93353265,0.474365118,0.344292679
1197500,0.29,0.45,0.54,0.24,4,726.4152,0.13192017,1.0657,13.37,67.34,10.16,21147,0.00061196,16.07510813,49.8,7.02,43.18,40.846615,1.7930824,31.229502,1.3486325,0.2482,1102.145936,0.0738,15.23422472,0.271528093,0.613161394
2202600,0.32,0.41,0.4,0.29,4,597.9888,0.11661556,0.781222222,6.71,26.92,2,716,0.00040252,5.454665377,6.96,7.2,85.84,29.152546,1.7276244,19.851059,2.0232475,0.1002,1212.371892,39.4106,26.94291484,0.660455212,0.278468656
5368000,0.19,0.32,0.5,0.16,6,1139.346,1.1139073,0.774114286,8.34,26.08,46.55,27271,0.00068132,9.807410759,23.21,7.21,69.57,35.58836,1.6957827,28.459179,0.7601428,0.223,835.7794332,138.5337,22.77344051,0.491483411,0.462255839
3271500,0.28,0.4,0.31,0.2,7,7032.9285,14.017536,0.8127,51.81,23.4,19.62,20861,0.00039879,77.68595424,54.17,27.38,18.45,86.82804,3.2267501,94.14358,1.9903737,0.3454,1014.474957,0.0187,3.731470488,0.172035896,0.585321337
7189000,0.32,0.55,0.38,0.26,5,2221.9641,0.6073025,0.732044444,4.98,49.82,41.83,22705,0.00096174,25.93796318,41.47,37.34,21.19,58.523018,2.4523177,41.813423,1.5624789,0.3935,1132.849049,0.0281,4.532558171,0.527372106,0.332261222
3203600,0.2,0.59,0.51,0.16,5,2161.0782,1.1246146,0.98098,15.51,78.97,0.12,19893,0.00032395,34.12239649,51.21,17.54,31.25,65.136475,2.0167732,61.324665,1.304672,0.24,1179.569508,0.2651,15.88,0.201011521,0.843067953
6775500,0.17,0.26,0.23,0.14,3,4148.5977,0.27231845,0.3783,25.48,0,0,79332,0.00515205,12.56260718,9.29,4.38,86.2,35.09924,1.9432551,30.954031,1.1714119,0.1632,593.521498,58.6934,32.36470588,0.230696239,0.676037543
6639000,0.11,0.13,0.12,0.09,5,6102.6156,0.5576868,0.153588889,0.48,8,0,179208,0.00059525,5.356321127,26.24,13.26,60.48,38.02836,1.569444,55.40579,1.1397592,0.2406,263.1111468,3.987,10.86914984,0.398388873,0.605271797
2192000,0.3,0.49,0.42,0.27,6,3678.6366,0.44635764,0.793733333,4.85,55.68,22.85,11207,0.00015111,52.0340757,38.13,37.53,24.34,61.972748,2.640324,60.64137,2.3149452,0.2819,1164.482715,0.3488,3.817289916,0.506474872,0.434508901
4273500,0.24,0.31,0.37,0.17,4,1588.2957,0.076230876,0.791113636,52.19,22,7.19,2887,0.00492444,27.01652181,26.5,6.77,66.96,48.21092,1.8377898,51.514957,0.7758693,0.2174,871.8195807,0.3716,29.84540147,0.254561461,0.545154367
6482000,0.2,0.36,0.3,0.14,5,9355.9986,2.9877868,0.476585714,93.47,5.22,0.95,42663,0.0003591,12.93573767,62.34,27.83,9.65,43.469604,2.9951043,44.591557,1.3880569,0.306,674.7969483,76.5175,3.125847449,0.449715549,0.588849224
6281000,0.15,0.2,0.21,0.13,5,1521.3258,8.484127,0.229216667,2.36,1.64,19.76,163791,0.00570398,10.41877049,42.8,22.81,34.44,27.131985,1.030912,21.434439,0.68062687,0.2901,290.3121095,73.2602,6.684240873,0.291615518,0.421865525
2298830,0.37,0.38,0.39,0.31,4,599.6187,0.13504672,0.76326,8.89,13.45,17.43,406,6.15E-05,6.719293709,5.29,10.29,84.42,57.537968,2.049926,24.422258,2.1310823,0.0942,1477.37658,1.92,26.90158211,0.678276748,0.229262881
7261500,0.27,0.47,0.38,0.21,5,1063.3689,1.0487719,0.8504,3.78,73.06,5.1,12793,1.00E-05,16.50541023,54.95,25.39,19.66,44.808884,2.4733837,40.113987,1.639196,0.3112,1350.124646,0.2254,4.711815688,1.23559559,0.170728979
1124000,0.3,0.47,0.53,0.22,4,392.517,0.10888454,1.126216667,12.98,55.54,14.72,10432,0.00169018,8.304411596,40.58,5.03,54.4,33.308395,1.3841873,24.112005,0.8244802,0.2313,1228.661349,0.2863,18.76520949,0.34813768,0.41148641
2320500,0.35,0.44,0.45,0.3,7,18603.144,0.11237712,0.85940625,6.87,26.97,32.78,465,1.00E-05,205.7267696,10.55,11.54,77.91,94.433655,5.9612975,108.822845,3.7045376,0.1101,1329.312399,2.1761,20.60075477,0.731471974,0.368014757
6934000,0.21,0.44,0.44,0.17,6,8264.5254,0.98730403,0.733,5.75,44.5,22.25,17060,1.00E-05,94.0296189,56.2,27.75,16.75,95.67429,3.4923174,80.66054,2.0602472,0.37,1103.741098,0.1761,3.787958115,0.382196533,0.436254102
5058000,0.18,0.27,0.29,0.12,5,8737.6221,0.22931501,0.4145,21.92,0,27.4,37523,0.00430817,5.87412215,50.01,27.35,22.64,38.68092,2.4982984,23.863264,1.5651602,0.2153,523.6978434,17.171,2.94619863,0.50059796,0.653258069
8010000,0.28,0.38,0.45,0.26,3,423.1917,0.41054183,1.005725,22.91,5.98,54.12,591,6.30E-05,8.537119066,54.51,31.9,13.59,31.734472,2.2396786,26.741573,1.3448606,0.4514,1517.192438,76.7677,1.482493841,1.283253592,0.210622918
8034500,0.31,0.45,0.42,0.27,4,974.7486,0.17759474,0.669175,5.43,31.13,10.73,8518,1.00E-05,10.07843086,32.32,35.81,31.87,32.30134,2.4562871,22.152739,1.5016721,0.3161,1193.169701,24.64,2.14876939,0.627767265,0.193848021
5432500,0.24,0.36,0.38,0.15,5,709.8183,0.22290798,0.794725,38.8,14.88,44.97,24629,0.00046382,6.021964168,64.9,28.87,6.23,30.299097,1.8325077,21.824488,0.9744923,0.3296,926.9490359,0.0576,3.549940828,0.917595072,0.224487401
9349800,0.18,0.2,0.21,0.15,4,1693.5714,0.52503145,0.23525,4.02,69.16,3.2,187254,0.00644663,12.2680275,43.44,23.19,33.37,28.628716,1.0036592,24.840239,0.71699697,0.2748,415.6808611,2.7071,11.00462594,0.25510738,0.506122771
3347000,0.23,0.34,0.34,0.19,4,641.7243,1.5357406,0.839652381,80.83,5.6,9.93,27097,0.00093898,6.717368167,47.12,24.1,28.78,31.11438,1.5344834,28.53863,0.6975439,0.3493,1029.749237,0.0292,2.504475515,0.496773907,0.386261497
2365470,0.32,0.47,0.41,0.28,4,389.3886,0.55326736,0.92465,10.45,22.39,18.17,1642,0.00068807,6.264072816,26.11,16.58,57.31,23.931526,1.7644882,21.456833,1.2593731,0.1599,1506.13085,1.3302,11.42634862,0.687834528,0.331070366
3461500,0.27,0.48,0.39,0.24,5,1726.5132,1.0618894,0.87965,69.89,6.02,15.66,32243,1.00E-05,36.40710926,42.16,34.44,23.4,56.76597,2.2582874,49.088024,1.529538,0.3093,1118.551392,0.0557,3.48,0.243084015,0.522165399
3348000,0.24,0.35,0.43,0.2,4,1054.0215,1.8699228,0.864565517,39.38,10.38,46.2,25204,0.00064433,12.62215741,48.46,24.42,27.13,38.955677,1.6727412,36.050076,0.7711738,0.3552,1046.860981,32.8805,3.660141765,0.398790994,0.563081548
3334000,0.19,0.34,0.47,0.18,4,1026.8199,0.75395083,0.842977778,7.83,23.85,63.85,19169,0.0004576,11.78916208,54.52,24.52,20.96,37.648666,2.1104279,31.311928,1.2293961,0.3305,1004.876452,0.0292,3.004541809,0.351941685,0.517687734
5408000,0.28,0.46,0.45,0.19,5,690.1146,0.30116066,0.77385,29.37,33.99,24.18,24105,1.00E-05,5.505040966,47.59,15.36,37.04,31.011156,1.6059918,21.48323,0.5916635,0.2848,900.9615577,0.2748,11.57963185,0.617586882,0.359927965
1481500,0.26,0.41,0.4,0.21,5,824.9895,0.8808523,0.9109,70.15,21.37,4.71,1827,0.00479471,14.67628647,52.73,23.94,23.33,42.31644,1.9388647,35.120773,1.7187058,0.35,1166.815764,0.0229,2.03,0.143733326,0.61131964
1022500,0.3,0.34,0.48,0.2,5,840.843,0.15085651,1.2826,39.56,40.86,5.22,1482,0.00204819,14.41192082,57.04,27.69,15.27,38.261375,1.977441,27.24495,1.275927,0.25,1280.182214,0.2761,4.31,0.362745855,0.476611276
1556000,0.22,0.43,0.51,0.21,5,754.7058,0.24499108,0.840042857,11.74,48.04,37.49,25315,0.00196635,12.16294385,45.5,27.84,26.64,37.43104,1.6967347,37.32936,0.88061446,0.2947,1004.25649,0.1143,5.312544533,0.422900658,0.494340089
5267000,0.04,0.09,0.11,0.03,6,29842.1847,1.1970751,0.6187,16.29,34.84,2.71,31315,2.10E-05,163.8918392,9.26,4.72,86.02,126.62835,3.7560773,115.310135,2.1897361,0.17,709.5145841,0.0835,31.37,0.099004202,0.693152028
2413300,0.34,0.49,0.47,0.32,4,1052.3835,0.3528572,1.007375,5.38,41.08,50.1,25883,0.00106439,16.5289415,36.19,20.87,42.95,45.164734,1.797512,36.588673,0.8276308,0.2622,1363.483082,0.1268,10.1685124,0.446947399,0.52058118
7157950,0.13,0.27,0.25,0.12,6,25205.1759,0.3505056,0.3139,2.08,0,0,48734,0.00183206,12.2543788,17.88,7.83,74.29,49.43499,1.9381894,68.403725,1.7180954,0.1838,658.8486566,41.619,29.23465422,0.36426674,0.290413642
5576500,0.21,0.4,0.35,0.18,6,6794.037,0.16362815,0.721342857,41.33,13.33,36.28,15845,1.00E-05,51.11372303,58.26,24.99,16.75,79.69061,3.7217915,67.66854,1.6051973,0.3265,955.8758774,0.0934,4.892188055,0.815299916,0.311382634
3275600,0.31,0.44,0.41,0.24,4,517.5828,3.5385082,0.88685,11.45,47.3,27.86,24436,1.00E-05,6.345455302,57.12,23.51,19.38,37.38425,1.4733226,27.02053,0.57584333,0.3187,1045.893045,0.012,3.693390929,0.392898237,0.468596524
6898000,0.2,0.36,0.38,0.14,5,1803.2274,0.15388969,0.7211,18.46,3.84,66.8,26717,0.0015297,12.74983787,64.37,26.8,8.67,40.367176,2.1438208,35.90355,1.3797343,0.3029,953.1476067,0.0617,3.18656746,0.364202174,0.481879424
2096960,0.28,0.55,0.5,0.23,6,3297.4848,0.34898967,0.8292,2.89,77.2,11.81,8882,0.00115264,36.70539845,21.8,32.38,45.83,62.406425,2.4026053,73.93476,0.69534814,0.21,1175.858592,0.6889,5.72,0.234082134,0.484415971
3061000,0.27,0.52,0.48,0.21,5,1961.4141,9.512764,0.93125,25.48,52.86,16.83,26693,0.00121345,34.04984885,55.72,27.54,16.74,60.621803,2.092906,50.72494,1.1905938,0.3338,1162.306577,73.9744,3.969162224,0.312504272,0.640581467
5407000,0.16,0.21,0.22,0.11,6,26516.8332,0.9544371,0.7478,54.02,1.01,9.41,20357,1.00E-05,261.4795775,25.1,7.71,67.19,280.07153,3.3043835,253.9729,1.447215,0.234,898.8403552,194.3619,23.88164534,0.090870996,0.617046109
1170000,0.23,0.46,0.53,0.2,5,1462.0158,0.61360455,1.082292308,7.91,68.99,13.24,4177,0.00166841,40.33110996,43.52,4.91,51.58,59.038937,1.9037206,68.18321,2.9359381,0.244,1216.403637,0.1211,15.13395118,0.106376498,0.694738373
7290000,0.24,0.51,0.47,0.23,6,7121.0664,0.4920758,0.9217,3.22,28.22,49.14,3085,1.00E-05,122.1726963,71.26,16.88,11.86,79.625725,5.097047,61.60461,5.1888027,0.449,1435.224128,2.8939,3.56907197,1.515988824,0.193700638
7047942,0.18,0.55,0.51,0.13,5,1379.4723,0.82156605,0.836966667,4.45,0,7.99,6251,1.00E-05,20.31699323,71.85,20.91,7.24,52.953705,2.9205828,34.786186,1.9970174,0.48,1265.991182,81.7779,1.7,0.823320908,0.207402777
8068000,0.28,0.36,0.35,0.24,5,2147.0526,0.22570413,0.7419,33.57,41.41,4.02,3093,0.00102693,14.89016327,26.87,33.1,40.03,43.33845,2.5228817,36.158302,1.6856842,0.2623,1240.984116,67.8174,7.776337202,1.141056246,0.215926741
3360000,0.22,0.38,0.41,0.21,5,2154.8754,1.1752731,0.90415,8.65,31.23,55.83,16683,0.00113063,27.44212333,44.1,20.13,35.77,57.084705,2.253916,50.668003,1.4772111,0.314,1133.633424,0.164,7.815203039,0.866992012,0.248511256
2370000,0.34,0.42,0.37,0.3,5,533.8395,0.70544493,1.022433333,8.17,53.75,1.32,2042,0.00128676,11.16806136,25.22,19.72,55.06,31.715147,2.0814195,36.438652,1.1616857,0.1709,1626.430774,23.4503,8.913544137,0.772426711,0.368323415
2489000,0.28,0.43,0.39,0.21,6,14813.2503,0.37756848,1.05898,28.02,5.95,6.19,3633,0.00027764,251.0862071,31.05,15.02,53.93,114.83758,6.1511707,113.984535,3.4542656,0.2722,1560.073951,6.898,10.0221748,0.471092322,0.392434799
9124500,0.16,0.15,0.18,0.12,4,878.9976,0.8858002,0.2298125,1.08,43.81,4.51,238683,0.00644635,6.612114618,38.01,28.61,33.38,23.903614,0.9631351,14.937582,0.6447087,0.4003,300.3978974,1.5104,2.148533462,0.301544511,0.455119156
3327500,0.21,0.35,0.39,0.18,5,7077.411,7.5935006,0.826816667,58.44,13.86,22.41,18929,0.00023222,72.96560014,33.54,19.36,47.1,86.40675,2.7918336,88.55961,1.7818744,0.278,1019.923057,0.2759,14.13175255,0.338441599,0.472782864
8068090,0.26,0.33,0.31,0.19,5,2555.4258,0.1646705,0.756525,23.34,30.92,3.34,1396,0.00030441,19.34858696,33.47,40.41,26.12,46.106483,2.6960166,35.450943,2.1031232,0.298,1313.88833,32.9022,5.689708059,0.68183552,0.360349504
5078500,0.2,0.34,0.35,0.08,5,3474.6489,0.4355049,0.545842857,61.53,1.98,9.57,28899,0.00202371,10.74430044,35.1,17.83,47.08,40.429985,2.4062057,30.635677,0.703979,0.2195,600.7160005,122.8945,11.37131387,0.342999876,0.589534409
1667500,0.35,0.48,0.51,0.28,5,1211.8833,2.41299,0.84474,8.64,5.57,81.32,7320,0.00092682,17.51957646,37.14,39.84,23.15,45.623478,2.2698667,40.905544,1.2014765,0.3418,1106.500089,0.2463,3.815079657,0.349691385,0.547366585
3056250,0.22,0.51,0.46,0.16,4,251.0181,1.3014838,0.98335,16.73,69.72,8.07,30422,0.00833513,5.015556744,58.13,25.19,16.69,26.360706,1.0692837,25.41553,0.8261791,0.35,1205.20242,0.1287,4.69,0.533018272,0.510783962
3584600,0.31,0.49,0.46,0.28,7,4674.6837,0.6883004,1.011,7.52,23.38,62.63,17476,1.00E-05,91.52865072,50.8,35.29,13.91,69.53138,3.316846,57.225887,2.2491298,0.28,1471.991639,19.5947,4.33,0.651755337,0.360718099
2197000,0.25,0.41,0.4,0.25,7,19107.1467,1.5724666,0.724688889,14.68,13.97,31.13,3028,0.00032321,273.9945275,30.88,23.5,45.62,118.47283,4.71777,117.15341,4.6399765,0.233,1150.997459,77.4468,7.141534594,1.115330137,0.224597727
3030500,0.23,0.45,0.51,0.21,5,2507.0796,0.27926293,1.03851,6.84,76.1,8.82,30431,0.00603915,53.21369699,47.23,18.76,34.01,78.49712,1.7825309,84.19434,1.0697236,0.2422,1168.923832,0.2277,17.06637898,0.235754657,0.576004522
3117500,0.26,0.42,0.42,0.22,4,656.9964,8.911413,0.85535,60.67,25.85,1.01,29145,1.00E-05,8.305544268,52.42,20.32,27.26,46.71134,1.6460587,32.14612,0.98239315,0.35,1013.841981,0.0583,8.455640449,0.361949808,0.500209517
3175500,0.3,0.55,0.49,0.25,4,578.3895,2.6776452,0.7805,15.91,47.71,35.39,48841,6.02E-05,8.892976304,37.54,34.86,27.6,35.71846,1.5690176,29.05075,0.93217105,0.3,952.2918329,0.1063,6.19,0.3621106,0.443394633
1542500,0.22,0.39,0.45,0.16,5,3790.602,0.1459864,0.9429,4.68,46.52,3.92,25116,0.00173979,76.47297575,46.74,16.82,36.48,83.41878,2.3048232,85.952614,1.3054528,0.2334,1080.827684,0.2305,18.89850048,0.237503058,0.47148745
1447500,0.23,0.43,0.51,0.21,4,242.0937,0.3260365,1.147933333,3.97,87.78,2.1,42908,0.00632579,5.751397134,49.04,14.55,36.44,26.605923,1.1324233,23.577757,0.7353186,0.3247,1288.08085,0.1893,10.46390082,0.445299246,0.394782917
